NCTId,final_date,start_date,field_changed,final_value,start_value
NCT06755138,2025-09-01 07:20:22.089753,2025-08-01 07:26:41.414466,Brief Summary,"* Objective:
The objective of this observational study is to evaluate and quantify trunk muscle compensatory movement patterns in patients with Duchenne Muscular Dystrophy (DMD) using computer vision technology. Additionally, the study seeks to explore the relationship between these compensatory patterns and scoliosis, upper limb function, pain levels, and quality of life during functional upper limb movements.
* Key Research Questions:
  1\) Can trunk compensatory movement patterns be accurately measured using computer vision analysis? 2) Are these compensatory patterns correlated with scoliosis, upper limb function levels, pain, and quality of life? 3) Do these patterns and their correlations change over time?
* Methodology:
  1. Participants: Patients diagnosed with Duchenne Muscular Dystrophy will be recruited for this study.
  2. Assessments:
* Scoliosis Evaluation:
  1. Cobb angle measurement via X-ray imaging.
  2. Upper Limb Function Assessment:
  3. Performance of the Upper Limb Module 2.0 (PUL 2.0).
  4. Brooke Upper Extremity Functional Classification Score.
  5. Korean version of the Duchenne Muscular Dystrophy Functional Ability Self-Assessment Tool (K-DMDSAT).
* Pain Measurement:
  1. Korean version of the PainDETECT Questionnaire (KPD-Q).
  2. Short Form McGill Pain Questionnaire.
  3. Quality of Life Assessment:
* Duchenne Muscular Dystrophy Quality of Life Questionnaire (DMD-QoL).
  1. Trunk Compensation Analysis:
* Surface electromyography (sEMG) to measure muscle activation.
* Video analysis using computer vision to quantify trunk compensatory movement patterns.
* The following tasks will be evaluated using the dominant arm for sEMG and video analysis:
  i. Pouring water into a cup. ii. Lifting a cup to drink water. iii. Grooming the front of the hair. iv. Moving small blocks within one minute (Box and Block Test). v. Reaching toward nearby objects in the front, left, and right directions.
* Front: Directly in front of the participant's line of sight.
* Left and right: Approximately 45 degrees to the left and right from the participant's front.
* Nearby objects: A water bottle or cup weighing approximately 250g, placed at arm's length.
vi. Reaching toward distant objects in the front, left, and right directions.
* Distant objects: A water bottle or cup weighing approximately 250g, placed at 1.5 times the participant's arm length.
* The sEMG attachment sites are as follows:
  i. Muscles for assessing upper limb functional movements:
  1. Deltoid
  2. Pectoralis major
  3. Trapezius
  4. Biceps brachii ii. Muscles for assessing trunk compensatory actions:
  <!-- -->
  1. Sternocleidomastoid
  2. Longissimus muscle
  3. External oblique abdominal muscle","* Objective:
The objective of this observational study is to evaluate and quantify trunk muscle compensatory movement patterns in patients with Duchenne Muscular Dystrophy (DMD) using computer vision technology. Additionally, the study seeks to explore the relationship between these compensatory patterns and scoliosis, upper limb function, pain levels, and quality of life during functional upper limb movements.
* Key Research Questions:
  1) Can trunk compensatory movement patterns be accurately measured using computer vision analysis? 2) Are these compensatory patterns correlated with scoliosis, upper limb function levels, pain, and quality of life? 3) Do these patterns and their correlations change over time?
* Methodology:
  1. Participants: Patients diagnosed with Duchenne Muscular Dystrophy will be recruited for this study.
  2. Assessments:
* Scoliosis Evaluation:
  1. Cobb angle measurement via X-ray imaging.
  2. Upper Limb Function Assessment:
  3. Performance of the Upper Limb Module 2.0 (PUL 2.0).
  4. Brooke Upper Extremity Functional Classification Score.
  5. Korean version of the Duchenne Muscular Dystrophy Functional Ability Self-Assessment Tool (K-DMDSAT).
* Pain Measurement:
  1. Korean version of the PainDETECT Questionnaire (KPD-Q).
  2. Short Form McGill Pain Questionnaire.
  3. Quality of Life Assessment:
* Duchenne Muscular Dystrophy Quality of Life Questionnaire (DMD-QoL).
  1. Trunk Compensation Analysis:
* Surface electromyography (sEMG) to measure muscle activation.
* Video analysis using computer vision to quantify trunk compensatory movement patterns.
* The following tasks will be evaluated using the dominant arm for sEMG and video analysis:
  i. Pouring water into a cup. ii. Lifting a cup to drink water. iii. Grooming the front of the hair. iv. Moving small blocks within one minute (Box and Block Test). v. Reaching toward nearby objects in the front, left, and right directions.
* Front: Directly in front of the participant's line of sight.
* Left and right: Approximately 45 degrees to the left and right from the participant's front.
* Nearby objects: A water bottle or cup weighing approximately 250g, placed at arm's length.
vi. Reaching toward distant objects in the front, left, and right directions.
* Distant objects: A water bottle or cup weighing approximately 250g, placed at 1.5 times the participant's arm length.
* The sEMG attachment sites are as follows:
  i. Muscles for assessing upper limb functional movements:
  1. Deltoid
  2. Pectoralis major
  3. Trapezius
  4. Biceps brachii ii. Muscles for assessing trunk compensatory actions:
  <!-- -->
  1. Sternocleidomastoid
  2. Longissimus muscle
  3. External oblique abdominal muscle"
NCT06755138,2026-02-01 07:37:25.453478,2026-01-01 07:23:50.780214,Org Study Id,0420240390,420240390
NCT06756633,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Lead Sponsor Name,Lokman Hekim University,Lokman Hekim Üniversitesi
NCT06817382,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-27,2026-01-30
NCT06817382,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-23,2026-02-27
NCT06817382,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-29,2026-03-23
NCT06833931,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Overall Status,Withdrawn,Suspended
NCT06833931,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Enrollment Count,0.0,16.0
NCT06839469,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-05,2025-02-21
NCT06839469,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-09,2026-02-05
NCT06867107,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Overall Status,Enrolling By Invitation,Not Yet Recruiting
NCT06867107,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Brief Title,An Open-label Long-term Follow-up Study of SAT-3247 for Participants With Duchenne Muscular Dystrophy Including Those Who Participated in SAT-3247-CL-101,A Long-term Follow-up Study for Participants That Completed the SAT-3247-CL-101 Study
NCT06867107,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-23,2025-09-10
NCT06868784,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Lead Sponsor Name,Lokman Hekim University,Lokman Hekim Üniversitesi
NCT06868784,2026-02-01 07:37:25.453478,2026-01-01 07:23:50.780214,Brief Title,Investigation of the Relationship Between Executive Functions and Occupational Performance of Children With Duchenne Muscular Dystrophy,Investigation of the Relationship Between Executive Functions and Occupational Performance of Children with Duchenne Muscular Dystrophy
NCT06868784,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-23,2026-01-27
NCT06887491,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Brief Title,The Effect of Dual-tasking Program on Cognitive and Physical Functions and Independence in Activities of Daily Living in Children With Duchenne Muscular Dystrophy: A Single-blind Randomized Controlled Trial,The Effect of Dual-tasking Program on Cognitive and Physical Functions and Independence in Activities of Daily Living in Children with Duchenne Muscular Dystrophy: a Single-blind Randomized Controlled Trial
NCT06887491,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Lead Sponsor Name,Lokman Hekim University,Lokman Hekim Üniversitesi
NCT07015632,2026-02-01 07:37:25.453478,2026-01-01 07:23:50.780214,Org Study Id,0420232060,420232060
NCT07037862,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Overall Status,Recruiting,Not Yet Recruiting
NCT07037862,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Brief Summary,"This is a study of the investigational medicine ENTR-601-44 in participants who have Duchenne muscular dystrophy (DMD), a rare genetic condition.
The researchers want to: Test how safe ENTR-601-44 is, learn about any side effects, and look at the potential positive effects of ENTR-601-44, compared to placebo. Placebo looks like the investigational medicine but does not contain any active ingredient. In this summary ENTR-601-44 and placebo are both called study treatments.
The study has 2 parts: Part A: to evaluate if ENTR-601-44 is safe and to determine the best dose of ENTR-601-44 for Part B. Part B: to further evaluate the effect and safety of ENTR-601-44 at the dose determined in Part A.
Participants will be able to roll into an open-label treatment period during which the safety and efficacy of extended dosing will be evaluated.
Participants will:
* Receive study treatment in the form of multiple intravenous (IV) infusions (slow injection) into a vein over the course of several weeks in Part A and in Part B
* Visit the clinic regularly for checkups and tests such as: blood and urine tests, physical examinations, questionnaires, and exercise tests. Participants will have a muscle biopsy at the beginning of their participation and after their last dose to allow researchers to compare whether there have been changes in the muscle as a result of the study drug.
Participants are allowed to continue receiving their standard of care therapy for DMD during the study, as long as their health remains stable.","This is a study of the investigational medicine ENTR-601-44 in participants who have Duchenne muscular dystrophy (DMD), a rare genetic condition.
The researchers want to: Test how safe ENTR-601-44 is, learn about any side effects, and look at the potential positive effects of ENTR-601-44, compared to placebo. Placebo looks like the investigational medicine but does not contain any active ingredient. In this summary ENTR-601-44 and placebo are both called study treatments.
The study has 2 parts: Part A: to evaluate if ENTR-601-44 is safe and to determine the best dose of ENTR-601-44 for Part B. Part B: to further evaluate the effect and safety of ENTR-601-44 at the dose determined in Part A.
Participants will:
* Receive study treatment in the form of multiple intravenous (IV) infusions (slow injection) into a vein over the course of several weeks in Part A and in Part B
* Visit the clinic regularly for checkups and tests such as: blood and urine tests, physical examinations, questionnaires, and exercise tests. Participants will have a muscle biopsy at the beginning of their participation and after their last dose to allow researchers to compare whether there have been changes in the muscle as a result of the study drug.
Participants are allowed to continue receiving their standard of care therapy for DMD during the study, as long as their health remains stable."
NCT07037862,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Primary Outcome Measure,Number of participants with Treatment Emergent Adverse Events (TEAEs) according to study protocol (Part A and OL Period),Number of participants with Treatment Emergent Adverse Events (TEAEs) according to study protocol (Part A)
NCT07037862,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Secondary Outcome Measure,"Plasma, muscle, and urine concentration of ENTR-601-44 and its final metabolite (Part A and OL Period), Change from baseline to End of Part A in dystrophin by Western blot from muscle biopsy (Part A), Change from baseline to End of Part A in dystrophin expression and localization from muscle biopsy (Part A), Percent change from baseline to End of Part A in exon 44 skipping measured in muscle biopsy at End of Study (Part A), Anti-drug antibody (ADA) and anti-dystrophin antibody in serum (Part A and OL Period), Change from baseline to End of OL Period in 10-Meter Walk/Run (10MWR) (Part A and OL Period), Change from baseline to End of OL Period in Timed Rise from Floor (Part A and OL Period), Change from baseline to End of OL Period in Timed 4-Stair Climb (4SC) (Part A and OL Period), Change from baseline to End of OL Period in 95th centile Stride Velocity (SV95C) (Part A and OL Period), Change from baseline to End of OL Period in North Star Ambulatory Assessment (NSAA) (Part A and OL Period), Change from baseline to End of OL Period in Performance of the Upper Limb v2.0 (PUL 2.0) (Part A and OL Period)","Plasma, muscle, and urine concentration of ENTR-601-44 and its final metabolite (Part A), Change from baseline in dystrophin by Western blot from muscle biopsy at End of Study (Part A), Change from baseline in dystrophin expression and localization from muscle biopsy at End of Study (Part A), Percent change from baseline in exon 44 skipping measured in muscle biopsy at End of Study (Part A), Anti-drug antibody (ADA) and anti-dystrophin antibody in serum (Part A)"
NCT07037862,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Primary Outcome Measure,Number of participants with Treatment Emergent Adverse Events (TEAEs) according to study protocol (Part A and Open Label (OL) Period),Number of participants with Treatment Emergent Adverse Events (TEAEs) according to study protocol (Part A and OL Period)
NCT07037862,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Secondary Outcome Measure,"Plasma, muscle, and urine concentration of ENTR-601-44 and its final metabolite (Part A and Open Label (OL) Period), Change from baseline to End of Part A in dystrophin by Western blot from muscle biopsy (Part A), Change from baseline to End of Part A in dystrophin expression and localization from muscle biopsy (Part A), Percent change from baseline to End of Part A in exon 44 skipping measured in muscle biopsy at End of Study (Part A), Anti-drug antibody (ADA) and anti-dystrophin antibody in serum (Part A and OL Period), Change from baseline to End of OL Period in 10-Meter Walk/Run (10MWR) (Part A and OL Period), Change from baseline to End of OL Period in Timed Rise from Floor (Part A and OL Period), Change from baseline to End of OL Period in Timed 4-Stair Climb (4SC) (Part A and OL Period), Change from baseline to End of OL Period in 95th centile Stride Velocity (SV95C) (Part A and OL Period), Change from baseline to End of OL Period in North Star Ambulatory Assessment (NSAA) (Part A and OL Period), Change from baseline to End of OL Period in Performance of the Upper Limb v2.0 (PUL 2.0) (Part A and OL Period)","Plasma, muscle, and urine concentration of ENTR-601-44 and its final metabolite (Part A and OL Period), Change from baseline to End of Part A in dystrophin by Western blot from muscle biopsy (Part A), Change from baseline to End of Part A in dystrophin expression and localization from muscle biopsy (Part A), Percent change from baseline to End of Part A in exon 44 skipping measured in muscle biopsy at End of Study (Part A), Anti-drug antibody (ADA) and anti-dystrophin antibody in serum (Part A and OL Period), Change from baseline to End of OL Period in 10-Meter Walk/Run (10MWR) (Part A and OL Period), Change from baseline to End of OL Period in Timed Rise from Floor (Part A and OL Period), Change from baseline to End of OL Period in Timed 4-Stair Climb (4SC) (Part A and OL Period), Change from baseline to End of OL Period in 95th centile Stride Velocity (SV95C) (Part A and OL Period), Change from baseline to End of OL Period in North Star Ambulatory Assessment (NSAA) (Part A and OL Period), Change from baseline to End of OL Period in Performance of the Upper Limb v2.0 (PUL 2.0) (Part A and OL Period)"
NCT07037862,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Brief Summary,"This is a study of the investigational medicine ENTR-601-44 in participants who have Duchenne muscular dystrophy (DMD), a rare genetic condition.
The researchers want to: Test how safe ENTR-601-44 is, learn about any side effects, and look at the potential positive effects of ENTR-601-44, compared to placebo. Placebo looks like the investigational medicine but does not contain any active ingredient. In this summary ENTR-601-44 and placebo are both called study treatments.
The study has 2 parts:
* Part A
  * A Double-Blind Period, to evaluate if ENTR-601-44 is safe and to determine the best dose of ENTR-601-44 for Part B.
  * Following the Double-Blind period, participants will roll into an open-label treatment period during which the safety and efficacy of extended dosing will be evaluated.
* Part B
  * To further evaluate the effect and safety of ENTR-601-44 at the dose determined in Part A.
Participants will:
* Receive study treatment in the form of multiple intravenous (IV) infusions (slow injection) into a vein over the course of several weeks in Part A and in Part B
* Visit the clinic regularly for checkups and tests such as: blood and urine tests, physical examinations, questionnaires, and exercise tests. Participants will have a muscle biopsy at the beginning of their participation and after their last dose to allow researchers to compare whether there have been changes in the muscle as a result of the study drug.
Participants are allowed to continue receiving their standard of care therapy for DMD during the study, as long as their health remains stable.","This is a study of the investigational medicine ENTR-601-44 in participants who have Duchenne muscular dystrophy (DMD), a rare genetic condition.
The researchers want to: Test how safe ENTR-601-44 is, learn about any side effects, and look at the potential positive effects of ENTR-601-44, compared to placebo. Placebo looks like the investigational medicine but does not contain any active ingredient. In this summary ENTR-601-44 and placebo are both called study treatments.
The study has 2 parts: Part A: to evaluate if ENTR-601-44 is safe and to determine the best dose of ENTR-601-44 for Part B. Part B: to further evaluate the effect and safety of ENTR-601-44 at the dose determined in Part A.
Participants will be able to roll into an open-label treatment period during which the safety and efficacy of extended dosing will be evaluated.
Participants will:
* Receive study treatment in the form of multiple intravenous (IV) infusions (slow injection) into a vein over the course of several weeks in Part A and in Part B
* Visit the clinic regularly for checkups and tests such as: blood and urine tests, physical examinations, questionnaires, and exercise tests. Participants will have a muscle biopsy at the beginning of their participation and after their last dose to allow researchers to compare whether there have been changes in the muscle as a result of the study drug.
Participants are allowed to continue receiving their standard of care therapy for DMD during the study, as long as their health remains stable."
NCT07037862,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-24,2025-12-15
NCT07037862,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-09,2026-02-24
NCT07038824,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Overall Status,Recruiting,Not Yet Recruiting
NCT07038824,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Brief Summary,"This is a study of the investigational medicine ENTR-601-45 in participants who have Duchenne muscular dystrophy (DMD), a rare genetic condition. The researchers want to: Test how safe ENTR-601-45 is, learn about any side effects, and look at the potential positive effects of ENTR-601-45, compared to placebo. Placebo looks like the investigational medicine but does not contain any active ingredient. In this summary ENTR-601-45 and placebo are both called study treatments.
The study has 2 parts: Part A: to evaluate if ENTR-601-45 is safe and to determine the best dose of ENTR-601-45 for Part B. Part B: to further evaluate the effect and safety of ENTR-601-45 at the dose determined in Part A. Participants will be able to roll into an open-label treatment period during which the safety and efficacy of extended dosing will be evaluated.
Participants will:
* Receive study treatment in the form of multiple intravenous (IV) infusions (slow injection) into a vein over the course of several weeks in Part A and in Part B
* Visit the clinic regularly for checkups and tests such as: blood and urine tests, physical examinations, questionnaires, muscle biopsies and exercise tests. Participants will have a muscle biopsy at the beginning of their participation and after their last dose to allow researchers to compare whether there have been changes in the muscle as a result of the study drug.
Participants are allowed to continue receiving their standard of care therapy for DMD during the study, as long as their health remains stable.","This is a study of the investigational medicine ENTR-601-45 in participants who have Duchenne muscular dystrophy (DMD), a rare genetic condition. The researchers want to: Test how safe ENTR-601-45 is, learn about any side effects, and look at the potential positive effects of ENTR-601-45, compared to placebo. Placebo looks like the investigational medicine but does not contain any active ingredient. In this summary ENTR-601-45 and placebo are both called study treatments. The study has 2 parts: Part A: to evaluate if ENTR-601-45 is safe and to determine the best dose of ENTR-601-45 for Part B. Part B: to further evaluate the effect and safety of ENTR-601-45 at the dose determined in Part A.
Participants will:
* Receive study treatment in the form of multiple intravenous (IV) infusions (slow injection) into a vein over the course of several weeks in Part A and in Part B
* Visit the clinic regularly for checkups and tests such as: blood and urine tests, physical examinations, questionnaires, muscle biopsies and exercise tests. Participants will have a muscle biopsy at the beginning of their participation and after their last dose to allow researchers to compare whether there have been changes in the muscle as a result of the study drug.
Participants are allowed to continue receiving their standard of care therapy for DMD during the study, as long as their health remains stable."
NCT07038824,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Primary Outcome Measure,Number of participants with Treatment Emergent Adverse Events (TEAEs) according to study protocol (Part A and OL Period).,Number of participants with Treatment Emergent Adverse Events (TEAEs) according to study protocol (Part A).
NCT07038824,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Secondary Outcome Measure,"Plasma, muscle, and urine concentration of ENTR-601-45 and its final metabolite (Part A and OL Period), Change from baseline to End of Part A in dystrophin by Western blot from muscle biopsy (Part A)., Change from baseline to End of Part A in dystrophin expression and localization from muscle biopsy (Part A)., Percent change from baseline to end of Part A in exon 45 skipping measured in muscle biopsy (Part A), Anti-drug antibody (ADA) and anti-dystrophin antibody in serum (Part A and OL Period), Change from baseline to End of OL Period in 10-Meter Walk/Run (10MWR) (Part A and OL Period)., Change from baseline to End of OL Period in Timed Rise from Floor (Part A and OL Period)., Change from baseline to End of OL Period in Timed 4-Stair Climb (4SC) (Part A and OL Period)., Change from baseline to End of OL Period in 95th centile Stride Velocity (SV95C) (Part A and OL Period)., Change from baseline to End of OL Period in North Star Ambulatory Assessment (NSAA) (Part A and OL Period), Change from baseline to End of OL Period in Performance of the Upper Limb v2.0 (PUL 2.0) (Part A and OL Period).","Plasma, muscle, and urine concentration of ENTR-601-45 and its final metabolite (Part A), Change from baseline in dystrophin by Western blot from muscle biopsy at End of Study (Part A), Change from baseline in dystrophin expression and localization from muscle biopsy at End of Study (Part A), Percent change from baseline in exon 45 skipping measured in muscle biopsy at End of Study (Part A), Anti-drug antibody (ADA) and anti-dystrophin antibody in serum (Part A)"
NCT07038824,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-24,2025-12-15
NCT07038824,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-09,2026-02-24
NCT07058662,2025-09-01 07:20:22.089753,2025-08-01 07:26:41.414466,Overall Status,Recruiting,Not Yet Recruiting
NCT07058662,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Collaborator Name,"Shanghai Mianyi Biopharmaceutical Co., Ltd., Shanghai Xinzhi BioMed Co., Ltd., Belief BioMed Limited","Shanghai Mianyi Biopharmaceutical Co., Ltd., Shanghai Xinzhi BioMed Co., Ltd, Belief BioMed Limited"
NCT07101185,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Collaborator Name,"Università di Padova Italy, Fondazione Istituto Neurologico Nazionale Casimiro Mondino - IRCCS, Istituto Giannina Gaslini - IRCCS, Fondazione Serena Onlus - Centro Clinico NeMO Milano, Centro Clinico NeMO Ancona, IRCCS Fondazione Stella Maris, Università degli Studi di Milano Statale, Centro Clinico NeMO Brescia, Fondazione Istituto Neurologico Carlo Besta - IRCCS, Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico, I.R.C.C.S. Eugenio Medea - Associazione La Nostra Famiglia - Sede di Conegliano, Fondazione Policlinico Universitario Agostino Gemelli IRCCS, Dipartimento di Neuroscienze Rita Levi Montalcini Torino, Università Vita-Salute San Raffaele, Università di Pisa, Azienda Ospedaliera Universitaria Policlinico ""G. Martino"", Associazione La Nostra Famiglia Eugenio Medea - Brindisi, Scientific Institute, IRCCS E.Medea, Pasian di Prato, Istituto delle Scienze Neurologiche di Bologna - IRCCS","Università di Padova Italy, Fondazione Istituto Neurologico Nazionale Casimiro Mondino - IRCCS, Istituto Giannina Gaslini - IRCCS, Fondazione Serena Onlus - Centro Clinico NeMO Milano, Centro Clinico NeMO Ancona, Fondazione Stella Maris - IRCCS, Università degli Studi di Milano Statale, Centro Clinico NeMO Brescia, Fondazione Istituto Neurologico Carlo Besta - IRCCS, Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico, I.R.C.C.S. Eugenio Medea - Associazione La Nostra Famiglia - Sede di Conegliano, Fondazione Policlinico Universitario Agostino Gemelli IRCCS, Dipartimento di Neuroscienze Rita Levi Montalcini Torino, Università Vita-Salute San Raffaele, Università di Pisa, Azienda Ospedaliera Universitaria Policlinico ""G. Martino"", Associazione La Nostra Famiglia Eugenio Medea - Brindisi, Scientific Institute, IRCCS E.Medea, Pasian di Prato, Istituto delle Scienze Neurologiche di Bologna - IRCCS"
NCT07127978,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Condition,Duchene Muscular Dystrophy,"Duchene Muscular Dystrophy, Duchene&Amp;Amp;#39;s Muscular Dystrophy"
NCT07127978,2025-11-01 07:17:18.276233,2025-10-01 07:19:32.349441,Overall Status,Recruiting,Not Yet Recruiting
NCT07127978,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-15,2025-10-30
NCT07160634,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Overall Status,Recruiting,Not Yet Recruiting
NCT07160634,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Secondary Outcome Measure,"Change From Baseline in Stride Velocity 95th Centile (SV95C) (m/s) at Day 540, Change From Baseline in 4-Stair Climb (4SC) Velocity (tasks/s) at Day 540, Change From Baseline in 10-meter Walk/Run (10MWR) Velocity (m/s) at Day 540, Change From Baseline in North Star Ambulatory Assessment (NSAA) total score at Day 540, Cumulative Loss of Function in NSAA Items at Day 540, Change From Baseline in Microdystrophin Protein Levels by western blot (% of normal dystrophin) at Day 90, Change From Baseline in Microdystrophin Tissue Distribution by Immunofluorescence (% positive fibers) at Day 90, Change from baseline in Percent Predicted Forced Vital Capacity (FVC) at Day 540, Change from baseline in Percent Predicted Peak Expiratory Flow (PEF) at Day 540, Change from baseline in Percent Predicted Forced Expiratory Volume in 1 second (FEV1) at Day 540, Change from baseline in the Pediatric Outcomes Data Collection Instrument (PODCI) Global score at Day 540, Number of Participants with Treatment Emergent Adverse Events (TEAEs), Serious Adverse Events (SAEs), Adverse Events of special interest (AESIs), and clinically significant changes in Electrocardiogram (ECG) and Echocardiography (ECHO)","Change From Baseline in Stride Velocity 95th Centile (SV95C) (m/s) at Day 540, Change From Baseline in 10-meter Walk/Run Velocity (m/s) at Day 540, Change From Baseline in 4-Stair Climb Velocity (tasks/s) at Day 540, Change From Baseline in North Star Ambulatory Assessment (NSAA) total score at Day 540, Cumulative Loss of Function in NSAA Items at Day 540, Change From Baseline in Microdystrophin Protein Levels by western blot (% of normal dystrophin) at Day 90, Change From Baseline in Microdystrophin Tissue Distribution by Immunofluorescence (% positive fibers) at Day 90, Change from baseline in Percent Predicted Forced Vital Capacity (FVC) at Day 540, Change from baseline in Percent Predicted Peak Expiratory Flow (PEF) at Day 540, Change from baseline in Percent Predicted Forced Expiratory Volume in 1 second (FEV1) at Day 540, Change from baseline in the Pediatric Outcomes Data Collection Instrument (PODCI) Global score at Day 540, Number of Participants with Treatment Emergent Adverse Events (TEAEs), Serious Adverse Events (SAEs) and Adverse Events of special interest (AESIs)"
NCT07160634,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Secondary Id,"2025-522949-22, 1013075",2025-522949-22
NCT07160634,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-03,2025-12-12
NCT07160634,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-03,2026-02-03
NCT07172737,2026-02-01 07:37:25.453478,2026-01-01 07:23:50.780214,Org Study Id,0451,451
NCT07209332,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Overall Status,Enrolling By Invitation,Not Yet Recruiting
NCT07209332,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Start Date,2025-12-28,2025-11-01
NCT07209332,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-06,2025-10-07
NCT07250737,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-24,2025-11-26
NCT07250737,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-31,2026-02-24
NCT07250737,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-27,2026-03-31
NCT07254988,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Overall Status,Terminated,Recruiting
NCT07254988,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Enrollment Count,3.0,8.0
NCT07254988,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Primary Completion Date,2025-12-01,2026-12-01
NCT07254988,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Completion Date,2025-12-01,2026-12-01
NCT07254988,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-16,2025-11-28
NCT07282652,2026-02-01 07:37:25.453478,2026-01-01 07:23:50.780214,Overall Status,Active Not Recruiting,Not Yet Recruiting
NCT07287189,2026-02-01 07:37:25.453478,2026-01-01 07:23:50.780214,Overall Status,Recruiting,Active Not Recruiting
NCT07287189,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-17,2026-01-30
NCT07287189,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-17,2026-02-17
NCT07287189,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-15,2026-03-17
NCT07317063,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Overall Status,Completed,Recruiting
NCT07317063,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-13,2026-01-05
NCT07332013,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Start Date,2026-03-01,2026-01-01
NCT07332013,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-05,2026-01-12
NCT07332013,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Start Date,2026-03-04,2026-03-01
NCT07332013,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-08,2026-02-05
